epoch,accuracy,loss,val_accuracy,val_loss
0,0.9046666622161865,0.3417951762676239,0.9394000172615051,0.21864262223243713
1,0.9432666897773743,0.198985755443573,0.9480000138282776,0.17472431063652039
2,0.9540333151817322,0.15862104296684265,0.95660001039505,0.1483888328075409
3,0.9606999754905701,0.13554061949253082,0.9607999920845032,0.13696518540382385
4,0.9657333493232727,0.12159480154514313,0.9599000215530396,0.1342988908290863
5,0.9674333333969116,0.11130516976118088,0.9642000198364258,0.1221967563033104
